ENSMUSG00000083764	ENSMUST00000118450
ENSMUSG00000081819	ENSMUST00000118507
ENSMUSG00000097421	ENSMUST00000180858
ENSMUSG00000097422	ENSMUST00000181576
ENSMUSG00000097423	ENSMUST00000181565
ENSMUSG00000105477	ENSMUST00000198489
ENSMUSG00000093083	ENSMUST00000175342
ENSMUSG00000075552	ENSMUST00000075837
ENSMUSG00000093080	ENSMUST00000175339
ENSMUSG00000093081	ENSMUST00000175340
ENSMUSG00000041308	ENSMUST00000047425
ENSMUSG00000000365	ENSMUST00000095793
ENSMUSG00000093338	ENSMUST00000175597
ENSMUSG00000077095	ENSMUST00000103907
ENSMUSG00000093334	ENSMUST00000175593
ENSMUSG00000093335	ENSMUST00000175594
ENSMUSG00000093336	ENSMUST00000175595
ENSMUSG00000093085	ENSMUST00000175344
ENSMUSG00000093331	ENSMUST00000175590
ENSMUSG00000022015	ENSMUST00000022592
ENSMUSG00000083566	ENSMUST00000117056
ENSMUSG00000022013	ENSMUST00000022590
ENSMUSG00000022012	ENSMUST00000022589
ENSMUSG00000022018	ENSMUST00000022595
ENSMUSG00000055610	ENSMUST00000069279
ENSMUSG00000094810	ENSMUST00000052901
ENSMUSG00000091864	ENSMUST00000170929
ENSMUSG00000094814	ENSMUST00000157020
ENSMUSG00000094815	ENSMUST00000158102
ENSMUSG00000094818	ENSMUST00000084041
ENSMUSG00000094819	ENSMUST00000084456
ENSMUSG00000057612	ENSMUST00000077482
ENSMUSG00000057615	ENSMUST00000075983
ENSMUSG00000057614	ENSMUST00000074694
ENSMUSG00000101277	ENSMUST00000186066
ENSMUSG00000087994	ENSMUST00000157369
ENSMUSG00000025582	ENSMUST00000026670
ENSMUSG00000102168	ENSMUST00000194422
ENSMUSG00000102169	ENSMUST00000192510
ENSMUSG00000102160	ENSMUST00000192257
ENSMUSG00000102162	ENSMUST00000192374
ENSMUSG00000102164	ENSMUST00000192706
ENSMUSG00000102166	ENSMUST00000194709
ENSMUSG00000102167	ENSMUST00000193451
ENSMUSG00000087992	ENSMUST00000157367
ENSMUSG00000092889	ENSMUST00000175148
ENSMUSG00000092888	ENSMUST00000175147
ENSMUSG00000092880	ENSMUST00000175139
ENSMUSG00000092885	ENSMUST00000175144
ENSMUSG00000092887	ENSMUST00000175146
ENSMUSG00000067627	ENSMUST00000088080
ENSMUSG00000025090	ENSMUST00000069419
ENSMUSG00000025091	ENSMUST00000026081
ENSMUSG00000025092	ENSMUST00000066285
ENSMUSG00000065178	ENSMUST00000083244
ENSMUSG00000021731	ENSMUST00000022245
ENSMUSG00000021730	ENSMUST00000006991
ENSMUSG00000021733	ENSMUST00000057015
ENSMUSG00000065173	ENSMUST00000083239
ENSMUSG00000064679	ENSMUST00000082745
ENSMUSG00000070311	ENSMUST00000093866
ENSMUSG00000035873	ENSMUST00000095313
ENSMUSG00000106269	ENSMUST00000197377
ENSMUSG00000106268	ENSMUST00000198141
ENSMUSG00000106263	ENSMUST00000198132
ENSMUSG00000106262	ENSMUST00000196705
ENSMUSG00000106261	ENSMUST00000196486
ENSMUSG00000106260	ENSMUST00000197278
ENSMUSG00000106267	ENSMUST00000199785
ENSMUSG00000106266	ENSMUST00000198471
ENSMUSG00000106265	ENSMUST00000198595
ENSMUSG00000106264	ENSMUST00000196502
ENSMUSG00000064677	ENSMUST00000082743
ENSMUSG00000020038	ENSMUST00000020227
ENSMUSG00000086725	ENSMUST00000129876
ENSMUSG00000086724	ENSMUST00000136112
ENSMUSG00000086726	ENSMUST00000135273
ENSMUSG00000086721	ENSMUST00000117621
ENSMUSG00000086722	ENSMUST00000141390
ENSMUSG00000086729	ENSMUST00000144193
ENSMUSG00000076757	ENSMUST00000179181
ENSMUSG00000076755	ENSMUST00000103564
ENSMUSG00000076754	ENSMUST00000103563
ENSMUSG00000022833	ENSMUST00000023532
ENSMUSG00000076752	ENSMUST00000103561
ENSMUSG00000039824	ENSMUST00000026428
ENSMUSG00000086098	ENSMUST00000143645
ENSMUSG00000086097	ENSMUST00000148974
ENSMUSG00000086096	ENSMUST00000136525
ENSMUSG00000086095	ENSMUST00000144006
ENSMUSG00000039828	ENSMUST00000045766
ENSMUSG00000086092	ENSMUST00000156109
ENSMUSG00000051671	ENSMUST00000059093
ENSMUSG00000068487	ENSMUST00000132879
ENSMUSG00000084688	ENSMUST00000122739
ENSMUSG00000070343	ENSMUST00000084614
ENSMUSG00000063632	ENSMUST00000079063
ENSMUSG00000020067	ENSMUST00000095580
ENSMUSG00000020064	ENSMUST00000020258
ENSMUSG00000070345	ENSMUST00000093956
ENSMUSG00000009075	ENSMUST00000009219
ENSMUSG00000030968	ENSMUST00000033267
ENSMUSG00000090907	ENSMUST00000163690
ENSMUSG00000030963	ENSMUST00000033263
ENSMUSG00000070699	ENSMUST00000094632
ENSMUSG00000070695	ENSMUST00000043725
ENSMUSG00000070697	ENSMUST00000090413
ENSMUSG00000070692	ENSMUST00000117447
ENSMUSG00000096434	ENSMUST00000179034
ENSMUSG00000096435	ENSMUST00000178998
ENSMUSG00000096436	ENSMUST00000052558
ENSMUSG00000096437	ENSMUST00000118529
ENSMUSG00000096430	ENSMUST00000179979
ENSMUSG00000096431	ENSMUST00000178415
ENSMUSG00000096432	ENSMUST00000175316
ENSMUSG00000096433	ENSMUST00000179996
ENSMUSG00000033703	ENSMUST00000041382
ENSMUSG00000037465	ENSMUST00000074043
ENSMUSG00000104138	ENSMUST00000192487
ENSMUSG00000088938	ENSMUST00000158313
ENSMUSG00000104130	ENSMUST00000193840
ENSMUSG00000104133	ENSMUST00000194790
ENSMUSG00000104132	ENSMUST00000194923
ENSMUSG00000104135	ENSMUST00000195295
ENSMUSG00000104134	ENSMUST00000193525
ENSMUSG00000104137	ENSMUST00000195362
ENSMUSG00000104136	ENSMUST00000194316
ENSMUSG00000098480	ENSMUST00000184042
ENSMUSG00000027927	ENSMUST00000029535
ENSMUSG00000027925	ENSMUST00000029533
ENSMUSG00000027923	ENSMUST00000029531
ENSMUSG00000031706	ENSMUST00000005600
ENSMUSG00000031701	ENSMUST00000034138
ENSMUSG00000031703	ENSMUST00000034140
ENSMUSG00000098086	ENSMUST00000182952
ENSMUSG00000071568	ENSMUST00000096101
ENSMUSG00000071567	ENSMUST00000145596
ENSMUSG00000023000	ENSMUST00000023737
ENSMUSG00000071562	ENSMUST00000042097
ENSMUSG00000026032	ENSMUST00000027193
ENSMUSG00000097069	ENSMUST00000181899
ENSMUSG00000082126	ENSMUST00000118741
ENSMUSG00000034282	ENSMUST00000037007
ENSMUSG00000082292	ENSMUST00000119467
ENSMUSG00000073631	ENSMUST00000097669
ENSMUSG00000097349	ENSMUST00000180683
ENSMUSG00000087335	ENSMUST00000144718
ENSMUSG00000073639	ENSMUST00000097680
ENSMUSG00000082121	ENSMUST00000121323
ENSMUSG00000049551	ENSMUST00000062572
ENSMUSG00000087338	ENSMUST00000139592
ENSMUSG00000069584	ENSMUST00000092371
ENSMUSG00000069582	ENSMUST00000092369
ENSMUSG00000069583	ENSMUST00000092370
ENSMUSG00000069588	ENSMUST00000092394
ENSMUSG00000076033	ENSMUST00000102079
ENSMUSG00000076030	ENSMUST00000102076
ENSMUSG00000076031	ENSMUST00000102077
ENSMUSG00000076036	ENSMUST00000102082
ENSMUSG00000076037	ENSMUST00000102083
ENSMUSG00000022354	ENSMUST00000022980
ENSMUSG00000089377	ENSMUST00000158752
ENSMUSG00000089376	ENSMUST00000158751
ENSMUSG00000089375	ENSMUST00000158750
ENSMUSG00000022359	ENSMUST00000067563
ENSMUSG00000089373	ENSMUST00000158748
ENSMUSG00000089372	ENSMUST00000158747
ENSMUSG00000089371	ENSMUST00000158746
ENSMUSG00000089370	ENSMUST00000158745
ENSMUSG00000105770	ENSMUST00000196796
ENSMUSG00000105771	ENSMUST00000196567
ENSMUSG00000105772	ENSMUST00000197976
ENSMUSG00000105773	ENSMUST00000198640
ENSMUSG00000105774	ENSMUST00000197702
ENSMUSG00000105775	ENSMUST00000200451
ENSMUSG00000105776	ENSMUST00000199580
ENSMUSG00000105778	ENSMUST00000197062
ENSMUSG00000105779	ENSMUST00000199849
ENSMUSG00000097706	ENSMUST00000180928
ENSMUSG00000088028	ENSMUST00000157403
ENSMUSG00000034863	ENSMUST00000093450
ENSMUSG00000088025	ENSMUST00000157400
ENSMUSG00000088026	ENSMUST00000157401
ENSMUSG00000088027	ENSMUST00000157402
ENSMUSG00000088021	ENSMUST00000157396
ENSMUSG00000088022	ENSMUST00000157397
ENSMUSG00000037960	ENSMUST00000048946
ENSMUSG00000104191	ENSMUST00000192683
ENSMUSG00000077633	ENSMUST00000104445
ENSMUSG00000077630	ENSMUST00000104442
ENSMUSG00000077637	ENSMUST00000104449
ENSMUSG00000077635	ENSMUST00000104447
ENSMUSG00000045795	ENSMUST00000165460
ENSMUSG00000077639	ENSMUST00000104451
ENSMUSG00000045792	ENSMUST00000056235
ENSMUSG00000102201	ENSMUST00000193830
ENSMUSG00000102200	ENSMUST00000192982
ENSMUSG00000102203	ENSMUST00000194267
ENSMUSG00000102202	ENSMUST00000193983
ENSMUSG00000102205	ENSMUST00000194937
ENSMUSG00000102204	ENSMUST00000192388
ENSMUSG00000102207	ENSMUST00000193498
ENSMUSG00000043569	ENSMUST00000052500
ENSMUSG00000089959	ENSMUST00000159445
ENSMUSG00000089958	ENSMUST00000160140
ENSMUSG00000089952	ENSMUST00000162380
ENSMUSG00000089950	ENSMUST00000161990
ENSMUSG00000089956	ENSMUST00000160490
ENSMUSG00000092251	ENSMUST00000185224
ENSMUSG00000042211	ENSMUST00000048688
ENSMUSG00000042213	ENSMUST00000112900
ENSMUSG00000042212	ENSMUST00000047477
ENSMUSG00000042219	ENSMUST00000106863
ENSMUSG00000090952	ENSMUST00000170103
ENSMUSG00000045248	ENSMUST00000058534
ENSMUSG00000030934	ENSMUST00000084500
ENSMUSG00000084821	ENSMUST00000142678
ENSMUSG00000084822	ENSMUST00000126642
ENSMUSG00000084823	ENSMUST00000130872
ENSMUSG00000084824	ENSMUST00000150084
ENSMUSG00000084825	ENSMUST00000137405
ENSMUSG00000083489	ENSMUST00000118568
ENSMUSG00000079577	ENSMUST00000114672
ENSMUSG00000079575	ENSMUST00000182751
ENSMUSG00000079578	ENSMUST00000114675
ENSMUSG00000090277	ENSMUST00000163928
ENSMUSG00000050645	ENSMUST00000053180
ENSMUSG00000024594	ENSMUST00000025490
ENSMUSG00000104144	ENSMUST00000192747
ENSMUSG00000104145	ENSMUST00000193261
ENSMUSG00000075091	ENSMUST00000099784
ENSMUSG00000075093	ENSMUST00000099786
ENSMUSG00000075092	ENSMUST00000099785
ENSMUSG00000075094	ENSMUST00000099787
ENSMUSG00000075097	ENSMUST00000099790
ENSMUSG00000075099	ENSMUST00000099792
ENSMUSG00000096465	ENSMUST00000072968
ENSMUSG00000092259	ENSMUST00000173880
ENSMUSG00000096462	ENSMUST00000178329
ENSMUSG00000083882	ENSMUST00000120812
ENSMUSG00000083880	ENSMUST00000120275
ENSMUSG00000083887	ENSMUST00000117788
ENSMUSG00000083886	ENSMUST00000118809
ENSMUSG00000083885	ENSMUST00000119668
ENSMUSG00000083884	ENSMUST00000121578
ENSMUSG00000047490	ENSMUST00000050983
ENSMUSG00000047492	ENSMUST00000059718
ENSMUSG00000083888	ENSMUST00000121806
ENSMUSG00000047497	ENSMUST00000061318
ENSMUSG00000056728	ENSMUST00000043754
ENSMUSG00000051118	ENSMUST00000057596
ENSMUSG00000051116	ENSMUST00000153583
ENSMUSG00000066116	ENSMUST00000084445
ENSMUSG00000057454	ENSMUST00000080718
ENSMUSG00000024261	ENSMUST00000025110
ENSMUSG00000098829	ENSMUST00000184979
ENSMUSG00000098828	ENSMUST00000184853
ENSMUSG00000085060	ENSMUST00000140614
ENSMUSG00000085067	ENSMUST00000142962
ENSMUSG00000085066	ENSMUST00000118711
ENSMUSG00000082288	ENSMUST00000118037
ENSMUSG00000082289	ENSMUST00000121139
ENSMUSG00000098820	ENSMUST00000184357
ENSMUSG00000085069	ENSMUST00000136217
ENSMUSG00000082285	ENSMUST00000120815
ENSMUSG00000098825	ENSMUST00000183875
ENSMUSG00000082283	ENSMUST00000119815
ENSMUSG00000082280	ENSMUST00000178959
ENSMUSG00000082281	ENSMUST00000121874
ENSMUSG00000080613	ENSMUST00000116963
ENSMUSG00000079605	ENSMUST00000120016
ENSMUSG00000080610	ENSMUST00000116960
ENSMUSG00000080616	ENSMUST00000116966
ENSMUSG00000080615	ENSMUST00000116965
ENSMUSG00000105455	ENSMUST00000198224
ENSMUSG00000085395	ENSMUST00000142429
ENSMUSG00000085394	ENSMUST00000139600
ENSMUSG00000085397	ENSMUST00000125869
ENSMUSG00000085390	ENSMUST00000156438
ENSMUSG00000085393	ENSMUST00000124912
ENSMUSG00000085398	ENSMUST00000147848
ENSMUSG00000098793	ENSMUST00000184934
ENSMUSG00000098792	ENSMUST00000184052
ENSMUSG00000098791	ENSMUST00000183890
ENSMUSG00000098790	ENSMUST00000184464
ENSMUSG00000082754	ENSMUST00000121914
ENSMUSG00000098796	ENSMUST00000184767
ENSMUSG00000098795	ENSMUST00000184662
ENSMUSG00000098794	ENSMUST00000143119
ENSMUSG00000082758	ENSMUST00000121756
ENSMUSG00000082759	ENSMUST00000121284
ENSMUSG00000098799	ENSMUST00000184430
ENSMUSG00000098798	ENSMUST00000184215
ENSMUSG00000065778	ENSMUST00000083844
ENSMUSG00000065771	ENSMUST00000083837
ENSMUSG00000065770	ENSMUST00000083836
ENSMUSG00000065773	ENSMUST00000083839
ENSMUSG00000089034	ENSMUST00000158409
ENSMUSG00000089035	ENSMUST00000158410
ENSMUSG00000089036	ENSMUST00000158411
ENSMUSG00000089037	ENSMUST00000158412
ENSMUSG00000089030	ENSMUST00000158405
ENSMUSG00000089033	ENSMUST00000158408
ENSMUSG00000089038	ENSMUST00000158413
ENSMUSG00000089039	ENSMUST00000158414
ENSMUSG00000106069	ENSMUST00000198726
ENSMUSG00000106061	ENSMUST00000198548
ENSMUSG00000106060	ENSMUST00000197648
ENSMUSG00000106063	ENSMUST00000196427
ENSMUSG00000106062	ENSMUST00000199414
ENSMUSG00000106065	ENSMUST00000198114
ENSMUSG00000106064	ENSMUST00000197468
ENSMUSG00000106067	ENSMUST00000198842
ENSMUSG00000106066	ENSMUST00000196931
ENSMUSG00000094745	ENSMUST00000080329
ENSMUSG00000094747	ENSMUST00000099606
ENSMUSG00000094740	ENSMUST00000059329
ENSMUSG00000094741	ENSMUST00000178291
ENSMUSG00000094743	ENSMUST00000178292
ENSMUSG00000094748	ENSMUST00000174637
ENSMUSG00000093919	ENSMUST00000179197
ENSMUSG00000093914	ENSMUST00000178419
ENSMUSG00000093915	ENSMUST00000179583
ENSMUSG00000093916	ENSMUST00000178160
ENSMUSG00000093917	ENSMUST00000105187
ENSMUSG00000093910	ENSMUST00000180336
ENSMUSG00000093912	ENSMUST00000175563
ENSMUSG00000093913	ENSMUST00000175654
ENSMUSG00000105715	ENSMUST00000197661
ENSMUSG00000016529	ENSMUST00000016673
ENSMUSG00000105557	ENSMUST00000198473
ENSMUSG00000081221	ENSMUST00000121831
ENSMUSG00000081220	ENSMUST00000118460
ENSMUSG00000081223	ENSMUST00000117585
ENSMUSG00000081222	ENSMUST00000122049
ENSMUSG00000105450	ENSMUST00000199948
ENSMUSG00000081227	ENSMUST00000118877
ENSMUSG00000081226	ENSMUST00000118633
ENSMUSG00000081229	ENSMUST00000119759
ENSMUSG00000081228	ENSMUST00000117679
ENSMUSG00000085931	ENSMUST00000126270
ENSMUSG00000085932	ENSMUST00000122904
ENSMUSG00000085934	ENSMUST00000155015
ENSMUSG00000085937	ENSMUST00000148019
ENSMUSG00000053600	ENSMUST00000039132
ENSMUSG00000085938	ENSMUST00000138925
ENSMUSG00000092385	ENSMUST00000173717
ENSMUSG00000053603	ENSMUST00000056086
ENSMUSG00000083579	ENSMUST00000121410
ENSMUSG00000091216	ENSMUST00000168388
ENSMUSG00000091212	ENSMUST00000171542
ENSMUSG00000083573	ENSMUST00000118798
ENSMUSG00000083572	ENSMUST00000121293
ENSMUSG00000083570	ENSMUST00000121790
ENSMUSG00000083577	ENSMUST00000119540
ENSMUSG00000083576	ENSMUST00000122164
ENSMUSG00000083574	ENSMUST00000118354
ENSMUSG00000099049	ENSMUST00000183341
ENSMUSG00000099041	ENSMUST00000139454
ENSMUSG00000099042	ENSMUST00000184696
ENSMUSG00000099043	ENSMUST00000183749
ENSMUSG00000099045	ENSMUST00000184003
ENSMUSG00000099047	ENSMUST00000184777
ENSMUSG00000054379	ENSMUST00000090704
ENSMUSG00000107002	ENSMUST00000202722
ENSMUSG00000100055	ENSMUST00000189518
ENSMUSG00000107004	ENSMUST00000201746
ENSMUSG00000100053	ENSMUST00000186267
ENSMUSG00000107006	ENSMUST00000202987
ENSMUSG00000107009	ENSMUST00000201755
ENSMUSG00000078302	ENSMUST00000105098
ENSMUSG00000100058	ENSMUST00000186529
ENSMUSG00000100059	ENSMUST00000190187
ENSMUSG00000051934	ENSMUST00000063517
ENSMUSG00000086761	ENSMUST00000137907
ENSMUSG00000051936	ENSMUST00000063523
ENSMUSG00000096638	ENSMUST00000103451
ENSMUSG00000096639	ENSMUST00000083229
ENSMUSG00000096633	ENSMUST00000097247
ENSMUSG00000096630	ENSMUST00000032238
ENSMUSG00000096631	ENSMUST00000179283
ENSMUSG00000096634	ENSMUST00000101891
ENSMUSG00000096635	ENSMUST00000175050
ENSMUSG00000097329	ENSMUST00000180861
ENSMUSG00000097326	ENSMUST00000180777
ENSMUSG00000097325	ENSMUST00000180780
ENSMUSG00000037660	ENSMUST00000037313
ENSMUSG00000092748	ENSMUST00000175007
ENSMUSG00000092743	ENSMUST00000175002
ENSMUSG00000092741	ENSMUST00000175000
ENSMUSG00000092746	ENSMUST00000175005
ENSMUSG00000092747	ENSMUST00000175006
ENSMUSG00000092745	ENSMUST00000175004
ENSMUSG00000096988	ENSMUST00000181032
ENSMUSG00000094576	ENSMUST00000179935
ENSMUSG00000096984	ENSMUST00000180713
ENSMUSG00000096986	ENSMUST00000181405
ENSMUSG00000096987	ENSMUST00000180666
ENSMUSG00000096980	ENSMUST00000181075
ENSMUSG00000096981	ENSMUST00000180419
ENSMUSG00000096982	ENSMUST00000181269
ENSMUSG00000096983	ENSMUST00000181900
ENSMUSG00000039714	ENSMUST00000045068
ENSMUSG00000090674	ENSMUST00000166043
ENSMUSG00000090675	ENSMUST00000097325
ENSMUSG00000101093	ENSMUST00000189839
ENSMUSG00000101092	ENSMUST00000187116
ENSMUSG00000101095	ENSMUST00000189053
ENSMUSG00000090671	ENSMUST00000170449
ENSMUSG00000101097	ENSMUST00000191467
ENSMUSG00000098011	ENSMUST00000182187
ENSMUSG00000098012	ENSMUST00000182240
ENSMUSG00000023243	ENSMUST00000024011
ENSMUSG00000023247	ENSMUST00000024015
ENSMUSG00000067047	ENSMUST00000137795
ENSMUSG00000092294	ENSMUST00000173265
ENSMUSG00000092295	ENSMUST00000174200
ENSMUSG00000092297	ENSMUST00000174451
ENSMUSG00000092290	ENSMUST00000174686
ENSMUSG00000019433	ENSMUST00000019577
ENSMUSG00000092293	ENSMUST00000173344
ENSMUSG00000073207	ENSMUST00000101588
ENSMUSG00000031546	ENSMUST00000033950
ENSMUSG00000031545	ENSMUST00000167004
ENSMUSG00000055137	ENSMUST00000068545
ENSMUSG00000031548	ENSMUST00000033952
ENSMUSG00000106849	ENSMUST00000201334
ENSMUSG00000106843	ENSMUST00000201914
ENSMUSG00000097582	ENSMUST00000180416
ENSMUSG00000106841	ENSMUST00000201506
ENSMUSG00000106840	ENSMUST00000201268
ENSMUSG00000106847	ENSMUST00000202826
ENSMUSG00000106846	ENSMUST00000202357
ENSMUSG00000106845	ENSMUST00000202338
ENSMUSG00000097584	ENSMUST00000181124
ENSMUSG00000091989	ENSMUST00000166096
ENSMUSG00000097737	ENSMUST00000180969
ENSMUSG00000021400	ENSMUST00000021832
ENSMUSG00000021086	ENSMUST00000021494
ENSMUSG00000090584	ENSMUST00000171382
ENSMUSG00000090582	ENSMUST00000165676
ENSMUSG00000093168	ENSMUST00000175427
ENSMUSG00000093164	ENSMUST00000175423
ENSMUSG00000093167	ENSMUST00000175426
ENSMUSG00000093161	ENSMUST00000175420
ENSMUSG00000093160	ENSMUST00000175419
ENSMUSG00000093163	ENSMUST00000175422
ENSMUSG00000090589	ENSMUST00000172211
ENSMUSG00000105576	ENSMUST00000198881
ENSMUSG00000105577	ENSMUST00000198924
ENSMUSG00000105574	ENSMUST00000197775
ENSMUSG00000105575	ENSMUST00000196673
ENSMUSG00000105572	ENSMUST00000198540
ENSMUSG00000105573	ENSMUST00000200569
ENSMUSG00000105570	ENSMUST00000198349
ENSMUSG00000105571	ENSMUST00000198310
ENSMUSG00000105578	ENSMUST00000198643
ENSMUSG00000105579	ENSMUST00000198339
ENSMUSG00000103938	ENSMUST00000195491
ENSMUSG00000103939	ENSMUST00000193408
ENSMUSG00000103930	ENSMUST00000191980
ENSMUSG00000103931	ENSMUST00000192114
ENSMUSG00000103932	ENSMUST00000193506
ENSMUSG00000103933	ENSMUST00000191876
ENSMUSG00000103934	ENSMUST00000195336
ENSMUSG00000103936	ENSMUST00000193797
ENSMUSG00000069620	ENSMUST00000059065
ENSMUSG00000029679	ENSMUST00000031690
ENSMUSG00000038146	ENSMUST00000087723
ENSMUSG00000038141	ENSMUST00000088940
ENSMUSG00000072844	ENSMUST00000154810
ENSMUSG00000025359	ENSMUST00000054125
ENSMUSG00000025357	ENSMUST00000026414
ENSMUSG00000093508	ENSMUST00000176783
ENSMUSG00000082191	ENSMUST00000121332
ENSMUSG00000106670	ENSMUST00000199602
ENSMUSG00000062826	ENSMUST00000076384
ENSMUSG00000062822	ENSMUST00000026519
ENSMUSG00000085817	ENSMUST00000134966
ENSMUSG00000106673	ENSMUST00000202498
ENSMUSG00000085812	ENSMUST00000146593
ENSMUSG00000049950	ENSMUST00000062672
ENSMUSG00000106676	ENSMUST00000200761
ENSMUSG00000052217	ENSMUST00000063957
ENSMUSG00000085811	ENSMUST00000143781
ENSMUSG00000021070	ENSMUST00000001652
ENSMUSG00000087644	ENSMUST00000145894
ENSMUSG00000087647	ENSMUST00000136919
ENSMUSG00000087646	ENSMUST00000151651
ENSMUSG00000087641	ENSMUST00000125237
ENSMUSG00000087640	ENSMUST00000139695
ENSMUSG00000087643	ENSMUST00000148492
ENSMUSG00000103066	ENSMUST00000193814
ENSMUSG00000103067	ENSMUST00000194886
ENSMUSG00000103064	ENSMUST00000193737
ENSMUSG00000103065	ENSMUST00000193037
ENSMUSG00000103062	ENSMUST00000193689
ENSMUSG00000087648	ENSMUST00000129713
ENSMUSG00000103060	ENSMUST00000194551
ENSMUSG00000103061	ENSMUST00000193688
ENSMUSG00000060084	ENSMUST00000073561
ENSMUSG00000060081	ENSMUST00000072391
ENSMUSG00000071303	ENSMUST00000172445
ENSMUSG00000038059	ENSMUST00000042710
ENSMUSG00000068706	ENSMUST00000090488
ENSMUSG00000105231	ENSMUST00000200211
ENSMUSG00000019880	ENSMUST00000092623
ENSMUSG00000019889	ENSMUST00000166468
ENSMUSG00000088442	ENSMUST00000157817
ENSMUSG00000088440	ENSMUST00000157815
ENSMUSG00000021508	ENSMUST00000021970
ENSMUSG00000083413	ENSMUST00000117530
ENSMUSG00000060559	ENSMUST00000074466
ENSMUSG00000074870	ENSMUST00000054702
ENSMUSG00000074871	ENSMUST00000099451
ENSMUSG00000074872	ENSMUST00000099452
ENSMUSG00000074877	ENSMUST00000099459
ENSMUSG00000086118	ENSMUST00000124676
ENSMUSG00000083416	ENSMUST00000121894
ENSMUSG00000070382	ENSMUST00000126060
ENSMUSG00000086117	ENSMUST00000149592
ENSMUSG00000086114	ENSMUST00000147357
ENSMUSG00000086115	ENSMUST00000132957
ENSMUSG00000036278	ENSMUST00000040261
ENSMUSG00000076652	ENSMUST00000103461
ENSMUSG00000005469	ENSMUST00000005606
ENSMUSG00000076655	ENSMUST00000103464
ENSMUSG00000005465	ENSMUST00000005601
ENSMUSG00000027221	ENSMUST00000065797
ENSMUSG00000027220	ENSMUST00000028648
ENSMUSG00000027225	ENSMUST00000028656
ENSMUSG00000027227	ENSMUST00000110551
ENSMUSG00000098609	ENSMUST00000184083
ENSMUSG00000085202	ENSMUST00000122949
ENSMUSG00000097342	ENSMUST00000181123
ENSMUSG00000077010	ENSMUST00000103822
ENSMUSG00000077015	ENSMUST00000103827
ENSMUSG00000098604	ENSMUST00000184264
ENSMUSG00000077019	ENSMUST00000103831
ENSMUSG00000098607	ENSMUST00000184278
ENSMUSG00000098601	ENSMUST00000183395
ENSMUSG00000098600	ENSMUST00000185077
ENSMUSG00000094382	ENSMUST00000175128
ENSMUSG00000098602	ENSMUST00000183515
ENSMUSG00000006464	ENSMUST00000053506
ENSMUSG00000070167	ENSMUST00000093658
ENSMUSG00000022309	ENSMUST00000022921
ENSMUSG00000020605	ENSMUST00000020927
ENSMUSG00000104308	ENSMUST00000195244
ENSMUSG00000104309	ENSMUST00000193146
ENSMUSG00000104306	ENSMUST00000194000
ENSMUSG00000104307	ENSMUST00000193942
ENSMUSG00000104304	ENSMUST00000194200
ENSMUSG00000104302	ENSMUST00000194105
ENSMUSG00000104303	ENSMUST00000192632
ENSMUSG00000076064	ENSMUST00000102110
ENSMUSG00000080518	ENSMUST00000116868
ENSMUSG00000080519	ENSMUST00000116869
ENSMUSG00000073775	ENSMUST00000102738
ENSMUSG00000080511	ENSMUST00000116861
ENSMUSG00000073778	ENSMUST00000097928
ENSMUSG00000080515	ENSMUST00000116865
ENSMUSG00000080516	ENSMUST00000116866
ENSMUSG00000080517	ENSMUST00000116867
ENSMUSG00000084608	ENSMUST00000122659
ENSMUSG00000084609	ENSMUST00000122660
ENSMUSG00000082838	ENSMUST00000118490
ENSMUSG00000089239	ENSMUST00000158614
ENSMUSG00000022303	ENSMUST00000022913
ENSMUSG00000084600	ENSMUST00000122651
ENSMUSG00000089233	ENSMUST00000158608
ENSMUSG00000089230	ENSMUST00000158605
ENSMUSG00000089231	ENSMUST00000158606
ENSMUSG00000084604	ENSMUST00000122655
ENSMUSG00000089237	ENSMUST00000158612
ENSMUSG00000084606	ENSMUST00000122657
ENSMUSG00000084607	ENSMUST00000122658
ENSMUSG00000034122	ENSMUST00000182420
ENSMUSG00000088726	ENSMUST00000158101
